DESCRIÇÃO;COD;PN;FABRIC.;LOCAL;CADASTRO LOCAL;COD LOCAL;status:
SUPORTE DE MANICA PRATA;030-204-00525;;;FERRAMENTARIA;ESTANTE 1;PRAT 3;
SUPORTE DE MANICA PRATA;030-204-00526;;;FERRAMENTARIA;ESTANTE 1;PRAT 3;
SUPORTE DE MANICA PRATA;030-204-00527;;;FERRAMENTARIA;ESTANTE 1;PRAT 3;
MANICA PRATA ;030-204-00528;;;FERRAMENTARIA;ESTANTE 2;PRAT 3;
EXTRATATOR;030-204-00529;;;FERRAMENTARIA;ESTANTE 1;PRAT 2;
CHAVE 1/2;030-204-00530;;;FERRAMENTARIA;Q4 PRETO;Q4;
FERRAMENTA SUPORTE PRATA TBM GRANDE ;030-204-00531;;;FERRAMENTARIA;ESTANTE 2;PRAT 1;
FERRAMENTA SUPORTE PRATA TBM ;030-204-00532;;;FERRAMENTARIA;ESTANTE 01 E 02;SUPERIOR;
FERRAMENTA AMARELA TBM;030-204-00533;;;FERRAMENTARIA;ESTANTE 01 ;SUPERIOR;
SPENCIAL TOOL;030-204-00534;;;FERRAMENTARIA;ESTANTE 01 E 02;SUPERIOR;
SPENCIAL TOOL;030-204-00535;;;FERRAMENTARIA;ESTANTE 01 E 02;SUPERIOR;
CASTANHA CITATION;030-204-00536;;;FERRAMENTARIA;ESTANTE 2;PRAT 4;
CASTANHA CITATION;030-204-00537;;;FERRAMENTARIA;ESTANTE 2;PRAT 4;
CASTANHA CITATION;030-204-00538;;;FERRAMENTARIA;ESTANTE 4;PRAT 3;
SERRA TICO TICO ;030-204-00539;;;FERRAMENTARIA;ARMARIO 2;PRAT 5;
ALICATE DE HSI;030-204-00541;;;FERRAMENTARIA;Q4 PRETO;Q4;
CHAVE PRETA 76700;030-204-00542;;;FERRAMENTARIA;Q3 AZUL COMANDO GERAL;Q3;
SUPORTE DE FERRO;030-204-00543;;;FERRAMENTARIA;ESTANTE 1;SUPERIOR;
SUPORTE DE FERRO;030-204-00544;;;FERRAMENTARIA;ESTANTE 1;SUPERIOR;
SUPORTE DE FERRO;030-204-00545;;;FERRAMENTARIA;ARMARIO 1;SUPERIOR;
SUPORTE DE FERRO;030-204-00546;;;FERRAMENTARIA;ARMARIO 1;SUPERIOR;
PENDENTE LUMINARIA;030-204-00547;;;FERRAMENTARIA;ESTANTE 01;PRAT 2;
CX. DE TESTE DE BICO;030-204-00548;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
PAQUIMETRO DIGITAL GRANDE;030-204-00549;;;FERRAMENTARIA;ARMARIO 1;PRAT 1;
CHAVE PRATA TBM COM ADAPTAÇÃO 1/4;030-204-00550;;;FERRAMENTARIA;Q3 AZUL COMANDO GERAL;Q3;
KIT PINCEL DE DETALHAMENTO;030-204-00551;;;FERRAMENTARIA;ARMARIO 2;PRAT 2;
VASADOR;030-204-00552;;;FERRAMENTARIA;ESTANTE 2;PRAT 3;
CHAVE DE BOCA 7/8;030-204-005533;;;FERRAMENTARIA ;Q2 AZUL TREM DE POUSO;Q 2;
MANIVELA PARA SOQUETE;030-204-00554;;;FERRAMENTARIA ;Q4 PRETO;Q4;
CHAVE ESPECIAL ADAPTADA;030-204-00555;;;;ESTANTE 1;PRAT 4;
CHAVE ESPECIAL 3/8;030-204-00556;GTMD12;;;ESTANTE 1;PRAT 4;
CHAVE ESPECIAL 3 DENTE FINA;030-204-00557;;;;ESTANTE 1;PRAT 4;
FERRAMENTA DE SUPERFÍCIE;030-204-00559;;;;ESTANTE 2;PRAT 3;
SUPORTE DE MACACO;030-204-00560;;;;ESTANTE 1;PRAT 3;
RODA;030-204-00560;;;;ESTANTE 1;PRAT 3;
CHAVE ESPECIAL 4 DENTES;030-204-00561;N/C;;FERRAMENTARIA;Q4 PRETO ;Q4;
FERRAMENTA ESPECIAL;030-204-00563;;;;Q1 AZUL MOTOR;Q1;
CHAVE ESPECIAL;030-204-00565;7670020203041;;;ESTANTE 1;PRAT 4;
FERRAMENTA PARA HÉLICE;030-204-00567;;;;ESTANTE 1;PRAT 3;
TRAVA DE COMANDO;030-204-00570;;;;ESTANTE 1;PRAT 3;
CONEXÃO ROSCAVEL ENG-MANGUEIRA;030-204-00571;;;;ESTANTE 1;PRAT 4;
ADAPTADOR ROSCADO;030-204-00572;5881-6;;;Q2 AZUL TREM DE POUSO;Q2;
LIMA PEQUENA;030-204-00573;;;;ESTANTE 2;PRAT 2;
LIMA PEQUENA;030-204-00574;;;;ESTANTE 2;PRAT 2;
LIMA PEQUENA;030-204-00575;;;FERRAMENTARIA;ESTANTE 2;PRAT 2;
LIMA PEQUENA;030-204-00576;;;FERRAMENTARIA;ESTANTE 2;PRAT 2;
LIMA PEQUENA;030-204-00577;;;FERRAMENTARIA;ESTANTE 2;PRAT 2;
LIMA PEQUENA;030-204-00578;;;FERRAMENTARIA;ESTANTE 2;PRAT 2;
CHAVE ESPECIAL 7/8;030-204-00579;;;FERRAMENTARIA;Q3 AZUL COMANDO GERAL;Q3;
CHAVE ADAPTADA  5/8 PARA HELICE;030-204-00580;;;FERRAMENTARIA;Q1 AZUL MOTOR;Q1;
CHAVE ADAPTADA 5/8 PARA HELICE;030-204-00581;;;FERRAMENTARIA;Q1 AZUL MOTOR;Q1;
MARCADOR;030-204-00582;;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
MARCADOR;030-204-00583;;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
ADAPTER PERFORMANCE COVER TOOL PW500;030-204-00584;;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q 2;
"CHAVE PARA PARAFUSO DE ASA 15/16""";030-204-00587;;;FERRAMENTARIA;Q3 AZUL COMANDO GERAL;Q3;
"CHAVE PARA PARAFUSO DE ASA 15/16""";030-204-00588;;;FERRAMENTARIA;Q3 AZUL COMANDO GERAL;Q3;
CHAVE EXTRATOR ;030-204-00589;;;FERRAMENTARIA;Q3 AZUL COMANDO GERAL;Q3;
CHAVE ESPECIAL;030-204-00591;N/C;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
CHAVE PIAO;030-204-00592;N/A;;;ESTANTE 1;PRAT 4;
SUPORTE BOROSCOPIO;030-204-00593;;;;ESTANTE 2;PRAT 3;
SACA FILTRO DE OLÉO PT6;030-204-00594;;;FERRAMENTARIA;Q1 AZUL MOTOR;Q1;
SACA FILTRO PT6;030-204-00595;;;FERRAMENTARIA;Q1 AZUL MOTOR;Q1;
VIRA MACHO;030-204-00596;;;FERRAMENTARIA;Q2 AZUL COMANDO GERAL;Q2;
INCLINOMETRO DIGITAL;030-204-00597;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
PARAFUSADEIRA AMARELA DEWALT N°1;030-204-00598;;;FERRAMENTARIA;ARMARIO 2;PRAT 3;
PARAFUSADEIRA AMARELA DEWALT N°2;030-204-00599;;;FERRAMENTARIA;ARMARIO 2;PRAT 3;
PARAFUSADEIRA AMARELA DEWALT N°3;030-204-001019;;;FERRAMENTARIA;ARMARIO 2;PRAT 3;
PARAFUSADEIRA AMARELA DEWALT N°4;030-204-00600;;;FERRAMENTARIA;ARMARIO 2;PRAT 3;
CAIXA DE BICO N°1;030-204-00601;;;FERRAMENTARIA;ARMARIO 2;PRAT 2;
CAIXA DE BICO N°2;030-204-00602;;;FERRAMENTARIA;ARMARIO 2;PRAT 2;
CAIXA DE BICO N°3;030-204-00603;;;FERRAMENTARIA;ARMARIO 2;PRAT 2;
CAIXA DE BICO N°4;030-204-00604;;;FERRAMENTARIA;ARMARIO 2;PRAT 2;
CAIXA DE BICO N°5;030-204-00605;;;FERRAMENTARIA;ARMARIO 2;PRAT 2;
CAIXA DE BICO N°6;030-204-00606;;;FERRAMENTARIA;ARMARIO 2;PRAT 2;
CAIXA DE BICO N°7;030-204-00607;;;FERRAMENTARIA;ARMARIO 2;PRAT 2;
CAIXA DE BICO N°8;030-204-00608;7808H;;FERRAMENTARIA;ESTANTE 01;PRAT 4;
PULLER DOURADO (CGH3.1517);030-204-00609;;;FERRAMENTARIA;Q1 AZUL MOTOR;Q1 ;
SACA DISCO HSI PWC30403;030-204-00610;;;FERRAMENTARIA;Q1 AZUL MOTOR;Q1;
FERRAMENTA PNEUMATICA;030-204-00611;;;FERRAMENTARIA;Q5 PRETO;Q5;
PISTOLA DE SELANTE ;030-204-00612;;;FERRAMENTARIA;Q5 PRETO;Q5;
PARAFUSADORA PNEUMATICA;030-204-00613;;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
ALICATE UNIVERSAL;030-204-00614;;;FERRAMENTARIA;Q4 PRETO;Q4;
FERRAMENTA ESPECIAL 5/8 - 16MM;030-204-00615;;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
FERRAMENTA ESPECIAL 7/16 - 11MM;030-204-00616;;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
COSSINETE 30X11;030-204-00617;N/C;;;Q3 AZUL COMANDO GERAL;Q 3;
FERRAMENTA ESPECIAL 1/2 - 13MM;030-204-00618;;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
V STEEL 3EA;030-204-006199;N/C;;;Q2 AZUL TREM DE POUSO;Q2;
FERRAMENTA P/ HELICE;030-204-00626;;;FERRAMENTARIA;ESTANTE 1;PRAT 3;
FERRAMENTA P/ HELICE;030-204-00627;;;FERRAMENTARIA;ESTANTE 1;PRAT 3;
CHAVE ESPECIAL;030-204-00630;T-0053;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
CHAVE ESPECIAL MEIA LUA SUPORTE;030-204-00631;N/C;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
FERRAMENTA P/ HELICE;030-204-00632;;;FERRAMENTARIA;ESTANTE 1;PRAT 3;
MINI CHAVE BOCA ESPECIAL;030-204-00633;4A.512;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
BLOCO;030-204-00634;N/C;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
CHAVE ESPECIAL;030-204-00635;110.6000.02W26H;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
BARRA DE FERRO;030-204-00642;;;FERRAMENTARIA;;;
BARRA DE FERRO;030-204-00643;;;;ESTANTE 1;PRAT 4;
MANIVELA PARA SOQUETE;030-204-00644;;;FERRAMENTARIA;Q4 PRETO;Q4;
BARRA DE FERRO;030-204-00645;;;FERRAMENTARIA;;;
FURADEIRA VERMELHA;030-204-00646;;;FERRAMENTARIA;ARMARIO 2;PRAT 3;
GALIFON;030-204-00647;;;FERRAMENTARIA;;;
SOPRADOR TÉRMICO ;030-204-00650;;;FERRAMENTARIA;ARMARIO 2;PRAT 3;
ADAPTADOR DE CABO;030-204-00651;;;FERRAMENTARIA;ESTANTE 4;PRAT 04;
BULK HEAD CABLE;030-204-00652;BHC034;;FERRAMENTARIA;ESTANTE 4;PRAT 04;
MARTELETE PNEUMÁTICO;030-204-00653;;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
SUPORTE DE HÉLICE;030-204-00654;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
MATRIZ DE REBITAÇÃO;030-204-00655;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
INCLINÔMETRO;030-204-00656;;;FERRAMENTARIA;ESTANTE 2;PRAT 02;
SUPORTE DE HÉLICE;030-204-00657;;;FERRAMENTARIA;ESTANTE 1;PRAT 1;
CASTANHA;030-204-00658;;;FERRAMENTARIA;ESTANTE 2;PRAT 4;
CASTANHA;030-204-00659;;;FERRAMENTARIA;ESTANTE 2;PRAT 4;
SUPORTE DE MACACO 5/6;030-204-00660;;;FERRAMENTARIA;ESTANTE 2;PRAT 4;
FERRAMENTA DE SUPERFÍCIE;030-204-00661;;;FERRAMENTARIA;ESTANTE 1;PRAT 3;
BOLACHA ESCAPAMENTO (KIT) 7 EA;030-204-00662;;;FERRAMENTARIA;ESTANTE 2;PRAT 02;
KIT CLECO;030-204-00663;;;FERRAMENTARIA;ESTANTE 01;PRAT 4;
PINO PC-12;030-204-00664;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
ALLEN 9/16 REMOVAL/INSTAL WING´S BOLTS;030-204-00665;;;FERRAMENTARIA;Q3 AZUL COMANDO GERAL;Q3;
SACA FILTRO PT6;030-204-00666;;;FERRAMENTARIA;Q1 AZUL MOTOR;Q1;
CASTANHA;030-204-00688;;;;ESTANTE 2;PRAT 4;
CASTANHA;030-204-00691;;;;ESTANTE 2;PRAT 4;
FLAP RIG TOOL;030-204-00700;6280001-44;;;Q1 AZUL MOTOR;Q1;
FLAP RIG TOOL;030-204-00701;6280001-46;;;Q1 AZUL MOTOR;Q1;
CHAVE ADAPTADA BOCA;030-204-00702;N/C;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
CHAVE ESPECIAL DENTADA ;030-204-00703;110.6000.01.W26H;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
ADAPTADOR DE NARIZ MITIS.;030-204-00704;016A-99050;;;ESTANTE 1;PRAT 4;
FERRAMENTA P/ HELICE;030-204-00705;;;FERRAMENTARIA;ESTANTE 1;PRAT 3;
FERRAMENTA P/ HELICE;030-204-00706;;;FERRAMENTARIA;ESTANTE 1;PRAT 3;
FERRAMENTA P/ HELICE;030-204-00708;;;FERRAMENTARIA;ESTANTE 1;PRAT 3;
TRAVA ;030-204-00709;;;;ESTANTE 2;PRAT 5;
REGULADOR DE OXIGENIO;030-204-00712;;;FERRAMENTARIA;ESTANTE 1;PRAT 3;
EXTRATOR PARAFUSO;030-204-00713;;;;ESTANTE 1 ;PRAT 4;
FERRO SOLDA ;030-204-00714;SC60;;;ARMARIO 2 ;PRAT 3;
ETM KEY READER;030-204-00715;953200;;FERRAMENTARIA;ARMARIO 2 ;PRAT 2;
MALETA LEARJET;030-204-00716;6645000002;;;ESTANTE 5 ;PRAT 2;
BEACON TESTER;030-204-00721;BT 100A;;;ESTANTE 6;PRAT 2;
SOQUETE ESPECIL 12 DENTES;030-204-00723;12445-024-001;;;Q1 AZUL MOTOR;Q1;
REBITADEIRA MANUAL;030-204-00724;RA450;;;Q5 PRETO ;Q5;
GARRA ;030-204-00725;0214;;;Q5 PRETO;Q5;
SUPORTE MACACO;030-204-00737;;;;ESTANTE 2;PRAT 4;
SUPORTE MACACO;030-204-00738;;;;ESTANTE 2;PRAT 4;
PLUMO;030-204-00739;;;FERRAMENTARIA;ARMARIO 2 ;PRAT 2;
PINO;030-204-00740;N385;;;ESTANTE 1 ;PRAT 3;
REBITADEIRA MANUAL;030-204-00741;;;;Q4 PRETO;Q4;
PINO;030-204-00742;N385;;;ESTANTE 1 ;PRAT 3;
CHUVEIRINHO;030-204-00743;K-3706;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
VALVULA CORE;030-204-00744;GA143C;;;ARMARIO 1;PRAT 3;
FONTE CHAVEADA COMEIA;030-204-001124;FC48020AB;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
PITOT LEARJET 45;030-204-00747;PSS72698-3-4H;;;ESTANTE 6;PRAT 2;
BICO ABASTECIMENTO OXIGENIO;030-204-00746;02C11T22;;;ARMARIO 1;PRAT 5;
CASTANHA;030-204-00750;;;;ESTANTE 2;PRAT 4;
ACESSORIOS MICRO RETIFICA ;030-204-00752;ARV181;;;ESTANTE 1 ;PRAT 4;
ACESSORIOS MICRO RETIFICA ;030-204-00753;ARV181;;;ESTANTE 1 ;PRAT 4;
CHAVE COMBINADA 24EA;030-204-00755;49827;;;ESTANTE 6;PRAT 2;
LIMA VONDER;030-204-00762;;;;ESTANTE 1;PRAT 5;
CALIBRADOR TELESCOPIO;030-204-00766;;;;ARMARIO 1;PRAT 2;
VIDRO LAPDAÇÃO;030-204-00767;;;;ARMARIO 2 ;PRAT 3;
MACHADO SOLDA ;030-204-00780;AX250;;;ARMARIO 2 ;PRAT 3;
CHAVE ESPECIAL;030-204-00787;N/C;;FERRAMENTARIA;Q1 AZUL MOTOR;Q1;
HASTE RELO.COMPARADOR;030-204-00790;;;;ESTANTE 2;PRAT 2;
LIMA CHATA;030-204-00792;;;;ESTANTE 1;PRAT 5;
LIMA;030-204-00793;;;;ESTANTE 1;PRAT 5;
LIMA K/F;030-204-00794;;;;ESTANTE 1;PRAT 5;
LIMA;030-204-00795;;;;ESTANTE 1;PRAT 5;
ESPATULA 4 EA VONDER;030-204-00811;;;;ESTANTE 1;PRAT 5;
KIT PÉ DE GALO 9EA;030-204-00819;;;;ESTANTE 1 ;PRAT 4;
TRAVA;030-204-00856;;;;ESTANTE 2;PRAT 5;
TRAVA;030-204-00857;;;;ESTANTE 2;PRAT 5;
PEDRA KIT BLEEND COMPRESSOR;030-204-00858;N/C;;;ESTANTE 2;PRAT 5;
ADAP-3/8;030-204-00860;N/C;;FERRAMENTARIA;Q4 PRETO;Q4;
PLACA;030-204-00870;N/C;;;Q2 AZUL TREM DE POUSO;Q2;
TRAVA COMANDO;030-204-00871;;;;ESTANTE 2;PRAT 4;
BICO ABASTECIMENTO;030-204-00873;;;;ARMARIO 1;PRAT 5;
INSTALL THIS;030-204-00874;2471005-24;;;Q2 AZUL TREM DE POUSO;Q2;
KIT ALLEN CRAFSTMAN 4EA;030-204-00875;N/C;;;ESTANTE 2;PRAT 5;
CAIXAS DE ESTAMPO;030-204-00968;;;FERRAMENTARIA;;;
LIXADEIRA ;030-204-01598;LFS1752;;;Q5 PRETO;Q5;
CANETA ELETRICA;030-204-395;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
TENSIÔMETRO;030-205-00001;;;FERRAMENTARIA;ARMARIO 1;PRAT 1;
PAQUÍMETRO ;030-205-00002;;;FERRAMENTARIA;ARMARIO 1;NÃO ENCONTRADO;
ANALOG FORCE GAUGE (DINAMÔMETRO);030-205-00003;;;FERRAMENTARIA;ARMARIO 1;PRAT 1;
TERMÔMETRO;030-205-00004;;;FERRAMENTARIA;CARRINHO;BASE SOD;
TENSÍOMETRO DE CABO;030-205-00005;;;FERRAMENTARIA;ESTANTE 5;PRAT 3;
TENSIOMETRO MEIA LUA;030-205-00005;;;FERRAMENTARIA;ARMARIO 1;PRAT 1;
DINAMÔMETRO CROWN;030-205-00006;;;FERRAMENTARIA;ARMARIO 1;PRAT 1;
TORQUIMETRO (40 A 200);030-205-00007;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
MANÔMETRO 4000 PSI;030-205-00008;;;FERRAMENTARIA;ARMARIO 1;PRAT 1;
TORQUIMETRO DE ESTALO 0 A 50;030-205-00009;;;FERRAMENTARIA;CARRINHO CHAPEADOR;BASE SOD;
TORQUÍMETRO (10 - 75 LB-FT);030-205-00010;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
KIT TESTE TANQUE KING;030-204-000100;;;;ESTANTE 1;PRAT 1;
TORQUÍMETRO DE ESTALO COM CATRACA 1/2 (500 - 2500 lbf.in);030-205-00011;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
TORQUÍMETRO (200 - 1000);030-205-00012;;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
TORQUÍMETRO DE ESTALO COM CATRACA 1/4 (40-200 lbf.in);030-205-00013;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
MANÔMETRO ANALOGICO DE 0-200 PSI;030-205-00014;;;FERRAMENTARIA;ARMARIO 1;PRAT 4;
MANÔMETRO;030-205-00015;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANÔMETRO ANALÓGICO;030-205-00016;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
PITOT ESTATIC TEST SET;030-205-00017;;;FERRAMENTARIA;ESTANTE 5;PRAT SUPERIOR;
VIBREX 2000;030-205-00018;;;FERRAMENTARIA;ESTANTE 5;PRAT 2;
AIR DATA TEST;030-205-00019;;;FERRAMENTARIA;ARMARIO 1;CAUTELADO;
MANOMETRO ANALOGICO 0-2000 PSI;030-205-00020;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANOMETRO ANALOGICO 0-4000 PSI;030-205-00021;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANOMETRO ANALOGICO 0-4000 PSI;030-205-00022;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANOMETRO ANALOGICO 0-2000 PSI;030-205-00023;;;FERRAMENTARIA;ARMARIO 1;QUARENTENA;
MANOMETRO ANALOGICO 0-2000 PSI;030-205-00025;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANOMETRO ANALOGICO 0-4000 PSI;030-205-00026;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANOMETRO ANALOGICO 0-4000 PSI;030-205-00027;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANÔMETRO NITROGÊNIO (315 KGF/CM²);030-205-00028;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANÔMETRO ANALÓGICO 4970 PSI;030-205-00029;;;FERRAMENTARIA;ARMARIO 1;NÃO ENCONTRADO;
MANÔMETRO ANALÓGICO;030-205-00030;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANÔMETRO ANALÓGICO 4480 PSI;030-205-00031;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANÔMETRO ANALÓGICO 0-4500 PSI;030-205-00032;;;FERRAMENTARIA;ARMARIO 1;NÃO ENCONTRADO;
MANÔMETRO ANALÓGICO 0-2900 PSI;030-205-00033;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANÔMETRO 2900 PSI;030-205-00034;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
MANÔMETRO 500 PSI;030-205-00035;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANÔMETRO 350 PSI;030-205-00036;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MEGÔMETRO;030-205-00037;;;FERRAMENTARIA;ARMARIO 1;PRAT  1;
MULTIMETRO PRETO;030-205-00038;;;FERRAMENTARIA;ARMARIO 1;PRAT  1;
MANÔMETRO;030-205-00039;;;FERRAMENTARIA;ARMARIO 1;PRAT  2;
DIGITAL FORCE GAUGE;030-205-00042;;;FERRAMENTARIA;ARMARIO 1;PRAT 1;
BALANÇA DIGITAL;030-205-00043;;;FERRAMENTARIA;ARMARIO 1;PRAT 1;
MANÔMETRO 150 PSI;030-205-00045;;;FERRAMENTARIA;ARMARIO 1;PRAT 4;
MANÔMETRO 150 PSI;030-205-00046;;;FERRAMENTARIA;ARMARIO 1;PRAT 4;
MANÔMETRO;030-205-00047;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
MANÔMETRO 300 PSI;030-205-00048;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
BALANÇA DIGITAL;030-205-00049;;;FERRAMENTARIA;FORA DE USO;NÃO ENCONTRADO;
PAQUIMETRO DIGITAL PEQUENO;030-205-00050;;;FERRAMENTARIA;ARMARIO 1;PRAT 1;
PAQUIMETRO DIGITAL ;030-205-00051;;;FERRAMENTARIA;ARMARIO 1;PRAT 1;
MANÔMTERO;030-205-00052;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
MANÔMETRO 4480 PSI;030-205-00053;;;FERRAMENTARIA;ARMARIO 1;NÃO ENCONTRADO;
MANÔMETRO 3000 PSI;030-205-00054;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
MANÔMETRO 600 PSI;030-205-00055;;;FERRAMENTARIA;ARMARIO 1;NÃO ENCONTRADO;
CALIBRE DE FOLGA CRAFTMAN;030-205-001030;;STANLEY;FERRAMENTARIA;ARMARIO 1;PRAT 2;
CALIBRE DE FOLGA CRAFTMAN;030-205-00057;;GENERAL;FERRAMENTARIA;ARMARIO 1;PRAT 2;
LAMINA DE FOLGA  REDONDO;030-205-00058;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
CALIBRE DE FOLGA CRAFTMAN;030-205-00059;;;FERRAMENTARIA;ARMARIO 1;PRAT 1;
MANOVACUÔMETRO 30 BAR;030-205-00060;;;FERRAMENTARIA;ARMARIO 1;PRAT 4;
MANÔMETRO 3000 PSI;030-205-00062;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
BARFIELD;030-205-00063;101-00930;;FERRAMENTARIA;ARMARIO 1;PRAT05;
MANÔMETRO;030-205-00064;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANÔMETRO;030-205-00065;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
VERTICAL SPEED INDICATOR ;030-205-00066;;;HANGAR;CHÃO;CABINE PRESSURI.;
MANÔMETRO;030-205-00067;;;FERRAMENTARIA;FORA DE USO;NÃO ENCONTRADO;
MANÔMETRO;030-205-00068;;;FERRAMENTARIA;ARMARIO 1;PRAT 2 ;
MANÔMETRO;030-205-00069;;;FERRAMENTARIA;ARMARIO 1;PRAT 2 ;
MANÔMETRO;030-205-00070;;;FERRAMENTARIA;ARMARIO 1;PRAT 2 ;
MANÔMETRO;030-205-00071;;;FERRAMENTARIA;ARMARIO 1;NÃO ENCONTRADO;
SACA;030-204-001026;76700200044101;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
MANÔMETRO;030-205-00073;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
MANÔMETRO;030-205-00074;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
MANÔMETRO;030-205-00075;;;;ARMARIO 1;PRAT 2;
MANÔMETRO;030-205-00076;;;FERRAMENTARIA;ARMARIO 1;NÃO ENCONTRADO;
MANÔMETRO;030-205-00077;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
MANÔMETRO;030-205-00078;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
MANÔMETRO;030-205-00079;;;FERRAMENTARIA;ARMARIO 1;NÃO ENCONTRADO;
MANÔMETRO;030-205-00080;;;ESTANTE AMARELA;ARMARIO 1;NÃO ENCONTRADO;
MANÔMETRO;030-205-00081;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANÔMETRO;030-205-00082;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANÔMETRO 4480 PSI;030-205-00083;;;FERRAMENTARIA;ARMARIO 1;PRAT 3;
MANÔMETRO;030-205-00084;;;;ARMARIO 1;PRAT 3;
CALIBRE DE FOLGA;030-205-00085;;;;ARMARIO 1;PRAT 2;
MANÔMETRO;030-205-00086;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
MICROVIB II;030-205-00097;;;;ESTANTE 5;PRAT 1;
MULTIMETRO DIGITAL;030-205-00098;;;;FORA DE USO;FORA DE USO;
ADAPTADOR LAVAGEM COMPRESSOR KING 200;030-205-001002;K-1269;;;ESTANTE 2;PRAT 5;
PEÇA ASA FIXA CESSNA;030-205-001004;CPWA-30499-50;;;ESTANTE 1;PRAT 4;
CALIBRE DE ROSCA 52 LAMINAS;030-205-001013;1423;LOTUS;FERRAMENTARIA;ARMARIO 1;PRAT 1;
BALANÇA AERONAVES;030-205-00102;;;;ARMARIO TERCEIROS;;
IFR 4000;030-205-00103;;;;ARMARIO TERCEIROS;;
IFR 6000;030-205-00104;;;;ARMARIO TERCEIROS;;
BALANÇA PESAGEM;030-205-00109;607400-04;;;ESTANTE 3;PRAT 6;
ELETRONIC REFIGERATED;030-205-00783;98210-001;;;ESTANTE 5 ;PRAT 2;
TUBO PARA BOROSCOPIO;033-204-00237;;;;NÃO ENCONTRADO;;
TESTE ULB;033-204-00838;;;;ARMARIO 1;;
RELOGIO COMPARADOR;033-205-00013;1509251;;;ARMARIO 1 ;PRAT 1;
BALANCEADOR DE HELICE 2020HR CGH;CGH3.0101;10-100-2020HR;;;ESTANTE 6;PRAT 3;
SOPRADOR TERMICO  MALETA;SOD1.3264;;;;ARMARIO 2;PRAT 3;
